"siteIDScheme","WBCategory","determinandC","analysed","media","NSamples","minValue","meanValue","maxValue","sd","method"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,70.2,79.5,88.8,13.1522,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.02,0.022,0.024,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,82.4,86.0667,88.8,2.4679,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,5.32,8.29,11.26,4.20021,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.03,0.065,0.12,0.042,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,11.2333,11.2333,11.2333,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.657,6.835,7.014,0.252,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.005,0.006,0.009,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.44,8.36,9.28,1.3011,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,71.181,72,72.818,1.157,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0089,0.0089,0.0089,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.007,0.008,0.009,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,58.6,70.033,83.5,12.573,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.003,0.004,0.005,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,5.811,7.527,8.915,1.578,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,57,73.125,89.25,22.804,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.004,0.005,0.005,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.233,8.404,9.575,1.655,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",7,6.772,7.682,9.08,0.911,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,60.714,71.75,89.666,11.261,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.004,0.005,0.005,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,43.461,55.276,67.09,16.708,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.003864,0.005152,0.00644,0,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,67.5,79.875,92.25,17.5,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",6,6.094,7.814,9.98,1.556,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.007,0.008,0.009,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.007,0.008,0.008,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.008,0.012,0.014,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.011,0.018,0.026,0.007,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,7.138,8.211,9.046,0.981,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,66,99.166,132.333,46.904,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,79,93.333,103,12.662,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,80.181,82.272,84.363,2.957,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,8.733,8.733,8.733,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.012,0.018,0.025,0.009,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,80.9,82.65,84.4,2.474,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",8,7.5,9.294,10.7,1.111,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,6.75,8.506,9.866,1.151,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,76.4,76.9,77.4,0.707,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.15,10,10.85,1.202,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.002576,0.003864,0.00644,0.002,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,70.333,80.829,87.4,7.714,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,9.56,10.443,12.15,1.478,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.855,10.027,11.2,1.657,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,35.25,49.812,72,17.734,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.005,0.005,0.005,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.675,8.9708,9.2667,0.4184,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.024,0.035,0.048,0.012,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",8,4.9,8.767,10.8,1.958,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,84.285,89.666,100.142,9.073,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,71.714,73.214,74.714,2.121,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,10.65,11.448,12.35,0.891,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.016,0.02,0.023,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.019,0.019,0.019,NA,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",4,80,81,83,1.4142,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,51.25,53.5,55.75,3.182,"SFS 3040"
"eionetMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.3,11.05,12.8,2.474,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,77,86,95,12.727,"SFS 3040"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,4.02,4.105,4.19,0.12,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.014,0.02,0.025,0.008,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.029624,0.092736,0.155848,0.069,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.2,7.5,7.8,0.424,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,7.2,7.55,7.9,0.495,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,6.925,8.2472,10.0667,1.6288,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.22,8.66,10.1,2.036,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.095312,1.020096,2.148384,0.808,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.005,0.005,0.005,NA,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",6,0.014168,0.05796,0.127512,0.032,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,88,88,88,NA,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,48.045,51.022,54,4.21,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,9.733,10.486,11.958,0.883,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.021,0.021,0.021,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.055,8.449,9.842,1.97,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.027,0.052,0.091,0.033,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,76.5,77.5,78.5,1.414,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.566,8.316,9.066,1.06,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.25,8.15,9.05,1.272,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,28.142,53.178,85.142,24.002,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,9,9,9,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.028336,0.074704,0.100464,0.031,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.03,0.035,0.039,0.005,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,14.333,32.736,49.6,15.684,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,82.266,87.944,95.5,6.813,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.015,0.031,0.038,0.01,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,70.5,74.5,78.5,5.656,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,75.2,79.429,89.444,6.794,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.0966,0.243432,0.531944,0.193,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.02,0.11,0.199,0.126,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",7,7.633,8.77,10.237,0.938,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.004,0.004,0.005,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,8.74,8.74,8.74,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,77,77.7,78.4,0.989,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.15,7.65,8.15,0.707,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.952,9.137,10.321,1.674,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,9.6333,10.8556,12.4667,1.4561,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,62,73.9,85.8,16.829,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.0035,0.0044,0.0053,0.0012,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.011,0.014,0.016,0.002,"SFS 3026"
"eionetMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,81,86,91,7.0711,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",6,9.16,9.585,10.2,0.425429,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,9.844,9.844,9.844,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,10.75,54.425,94,42.378,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.005,0.005,0.005,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.854,9.621,10.388,1.085,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,51.142,53.654,56.166,3.552,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",7,3.366,6.051,9.633,2.833,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.011,0.011,0.011,NA,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.0485,0.0683,0.0925,0.0223,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,8.04,9.075,9.7,0.758,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.56,9.56,10.56,1.414,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,2.9667,2.9667,2.9667,NA,"EN 25813:1992"
"eionetMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,7.3,9.05,11,1.8581,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,51.8333,61.0556,78,14.6935,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.22,9.73,12.24,3.54967,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0139,0.0139,0.0139,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,58.166,58.666,59.166,0.707,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.003,0.003,0.003,NA,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.003864,0.005152,0.00644,0,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,47.5,53.666,65,9.827,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",8,10,74.5,96,34.184,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.236992,0.249872,0.262752,0.014,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,5.875,5.875,5.875,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.012,0.016,0.02,0.005,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,8.7,10.067,11.522,1.176,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",9,0.002576,0.166152,0.561568,0.128,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.62,9.19,10.76,2.22,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.055,0.055,0.055,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,66.2,66.2,66.2,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,75.6,77.4,79.2,2.5456,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.027,0.027,0.028,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.025,0.031,0.041,0.007,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,8.025,9.479,11,1.488,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,5.9,7.342,9.5,1.903,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,77.384,77.384,77.384,NA,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.012,0.016,0.019,0.005,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",4,83,88,90,3.3665,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,6.5,8.05,9.025,1.357,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.065,0.076,0.087,0.015,"SFS 3026"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,5.8,5.8,5.8,0,"EN 25813:1992"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,5,5,5,0,"EN 25813:1992"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,6.78,7.165,7.55,0.544472221513641,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.001288,0.014168,0.028336,0.01,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.423752,0.423752,0.423752,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.018,0.018,0.018,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.95,9.492,10.035,0.767,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,95.75,98.775,101.8,4.278,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.4,9.822,10.245,0.597,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.014,0.017,0.02,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,83.6923,83.6923,83.6923,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,5.2,5.2,5.2,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.01288,0.01288,0.01288,0,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,7.4667,7.4667,7.4667,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,60.444,67.756,77.666,7.827,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.015,0.02,0.025,0.007,"SFS 3026"
"eionetMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.8,7.25,7.7,0.63639,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.021896,0.172592,0.323288,0.165,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,9.628,10.067,10.375,0.39,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.014,0.014,0.014,NA,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.009,0.009,0.009,0,"SFS 3026"
"eionetMonitoringSiteCode","LW","CAS_14798-03-9","total","water",11,0.001288,0.08372,0.73416,0.168,"SFS 3032 + EN ISO 11732"
"eionetMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,0.1,0.1,0.1,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.004,0.004,0.005,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,48.125,49.348,50.571,1.729,"SFS 3040"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,4.28,4.28,4.28,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,91.4,95.7,100,6.081,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.023,0.085,0.233,0.087,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,29.8,45.733,65.6,12.082,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.931,9.334,9.736,0.569,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,60.5,79.125,93.5,13.9486,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.005,0.0052,0.0053,2e-04,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,49.8571,65.0476,83.5714,17.1025,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.355,9.677,11,1.869,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",8,9.26242,10.9479,13.7896,2.06145,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.008,0.008,0.01,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.007,0.007,0.008,0,"SFS 3026"
"eionetMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,66.4,69.25,72.1,4.03,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.013,0.015,0.016,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,3.555,5.692,8.875,2.2011,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.051,0.129,0.199,0.069,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.721,9.017,9.314,0.419,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,5.2,7.23,9.26,2.87,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.011,0.012,0.013,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,67.2,67.2,67.2,NA,"EN 25813:1992"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",3,8.91,10.14,11.21,1.157,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.04,9.685,10.331,0.913,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",4,8.1,9.575,11.6,1.4841,"EN 25813:1992"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,4.3,4.3,4.3,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.017,0.02,0.024,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.001,0.004,0.008,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,8.423,9.969,11.184,1.41,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,94.6667,94.6667,94.6667,0,"SFS 3040"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",15,84,91.7333,98,3.575,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,78.8,80.233,81.666,2.027,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",9,5.518,7.627,10.314,1.384,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,78,85.9,94.5,8.272,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.021,0.023,0.025,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.209,10.151,11.093,1.332,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.007728,0.009016,0.011592,0.002,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.014,0.014,0.014,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.15,0.171,0.192,0.03,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,45,51.3,57.6,8.909,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.001288,0.001288,0.001288,0,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0172,0.0172,0.0172,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",8,54,73.1875,89,11.8711,"EN 25813:1992"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,4.85,4.85,4.85,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.25,8.275,8.3,0.0354,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.225,9.575,10.925,1.909,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,1.54,2.35,3.16,1.146,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,7.9444,8.9156,10.3556,1.0033,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,70.428,75.928,81.428,7.778,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,52,69,86,24.041,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.006,0.008,0.01,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,85,87.634,89.769,2.224,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,70.4,80.283,90.166,13.977,"SFS 3040"
"eionetMonitoringSiteCode","LW","EEA_3131-01-9","total","water",9,32.5,86.5,133.5,27.898,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",7,70.2,75.375,97,9.78,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,8.7667,8.7667,8.7667,0,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,48,70.666,93.333,32.055,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0343,0.0343,0.0343,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,9.262,10.887,11.85,1.415,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,20.666,50,79.333,41.483,"SFS 3040"
