"siteIDScheme","WBCategory","determinandC","analysed","media","NSamples","minValue","meanValue","maxValue","sd","method"
"eionetMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.6,7.566,8.533,1.367,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","RW","EEA_3131-01-9","total","water",12,73,83.9167,98,8.328,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,11.214,21.233,30.571,8.513,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,8.78,8.78,8.78,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,57.909,62.354,66.8,6.286,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",7,0.002576,0.030912,0.137816,0.037,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,1.51,4.075,6.64,3.627,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.536,9.482,10.427,1.336,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",11,34.666,64.324,83,19.89,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,37.333,37.333,37.333,NA,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.971,9.11,10.25,1.611,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",10,4.35,7.484,9.7,2.07,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.030912,0.030912,0.030912,0,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.01,0.01,0.01,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,10.65,11.448,12.35,0.891,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,50.75,50.75,50.75,NA,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.002576,0.030912,0.09016,0.031,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,44.4,67.5,90.6,32.668,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,45.5,67.479,87.6,19.632,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,85.5,91.9,99.1,5.8793,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,33.5,63.125,86,24.056,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.005152,0.011592,0.01932,0.008,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.57,8.246,8.922,0.956,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,57.3333,57.3333,57.3333,0,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,7.5,7.5,7.5,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.0083,0.0144,0.026,0.01,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.003864,0.003864,0.003864,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,5.875,7.631,9.388,2.484,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.0137,0.016,0.0183,0.0033,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,77.272,78.136,79,1.221,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,10.4,10.825,11.25,0.601,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.015456,0.01932,0.023184,0.004,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,2.45,2.45,2.45,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.154,8.872,10.59,2.429,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,42.4,42.4,42.4,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,58.75,73.229,82.8,9.828,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,59.428,62.571,65.714,4.444,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,4.75,6.358,7.966,2.274,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.020608,0.041216,0.063112,0.023,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.485,10.261,11.037,1.097,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.011,0.011,0.011,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,91,91,91,NA,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.045,0.293,0.751,0.396,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,6.1,8.255,10.78,2.468,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.013524,0.0364504,0.100464,0.0332,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,54.5714,64.369,74.1667,13.8559,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,7.133,8.862,10.466,1.485,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.027,0.03,0.033,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.01,0.02,0.025,0.006,"SFS 3026"
"eionetMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.005,0.006,0.006,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.014,0.014,0.015,0.001,"SFS 3026"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,10.469,10.469,10.469,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,10.666,39.958,69.25,41.424,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.009,0.009,0.009,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.007,0.01,0.013,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.055384,0.08372,0.112056,0.031,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,45.99,52.432,58.875,9.111,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.425,8.775,10.125,1.909,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.043792,0.043792,0.043792,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.9333,7.7667,8.6,1.1785,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.009,0.01,0.011,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.012,0.021,0.03,0.012,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,78,79.388,81.833,2.123,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.625,8.487,9.35,1.219,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,49.6,65.3556,87.6667,19.862,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,8.55,8.55,8.55,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,2.833,3.361,3.7,0.463,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,62.3333,64.8333,67.3333,3.5355,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,7.5,8.533,9.4,0.96,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,69.6,79.1,89.4,8.2146,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.0077,0.0077,0.0077,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.005,0.006,0.006,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.015456,0.030912,0.050232,0.013,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,6.44,8.129,9.06,1.199,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,87.4,87.4,87.4,NA,"SFS 3040"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",13,67,87.1538,98,9.5468,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.7444,9.65,11.5556,2.6949,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.003864,0.01288,0.018032,0.006,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.015,0.015,0.015,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,45,72.5,100,38.89,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,9.4,9.4,9.4,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,68.5,78.375,88.25,13.965,"SFS 3040"
"eionetMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.018,0.02,0.022,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.15,9.425,9.7,0.388,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,67,76.166,84.5,8.779,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.021,0.024,0.027,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,8.2,8.533,8.75,0.29297,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,8.49,10.278,12.445,2.004,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.937,10.462,10.987,0.742,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.028,0.039,0.065,0.017,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.008,0.009,0.011,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.4,7.925,9.45,2.156,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,4.218,5.684,7.15,2.073,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,2.05,5.125,8.1,2.48,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",5,0.039928,0.110768,0.211232,0.066,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,7.1429,7.1429,7.1429,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,72.25,79.78,84.25,4.84169,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,88.642,92.341,97.5,3.925,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.007,0.009,0.012,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,84.875,85.437,86,0.795,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,80.615,85.525,92.538,4.552,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,3.645,7.152,9.585,2.611,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,60.6667,67.9333,81,9.0203,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,2.88,4.9533,7.7,2.4795,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.655,8.365,10.075,2.418,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,70.555,75.222,79.888,6.599,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,6.88,9.06,11.325,2.223,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,59.333,65.666,72,8.956,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,10.577,10.577,10.577,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.006,0.007,0.007,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.079,0.093,0.102,0.01,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.453,9.469,10.484,1.436,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,65,66.7,68.4,2.404,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",8,0.018,0.021,0.031,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.027048,0.027048,0.027048,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,38.8,46.4,54,10.748,"SFS 3040"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,6.26,6.62,6.98,0.509116882454315,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,67.666,76.833,86,12.963,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.002576,0.003864,0.003864,0,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.019,0.022,0.024,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.0153,0.0183,0.0247,0.0043,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,41.333,69.861,90.25,25.453,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",6,6.666,8.531,10.016,1.318,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.877,9.111,10.344,1.744,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,6,7.23,8.1,0.775,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,7.175,9.0792,10.425,1.6954,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.01,0.01,0.01,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,46.142,72.154,98.166,36.786,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.275,9.695,10.116,0.595,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.028,0.031,0.033,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,67.5,69.5,71.5,2.8284,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,11.6182,11.9576,12.4091,0.4072,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,3.79,6.1567,8,2.1532,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.414,9.463,9.512,0.069,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",5,0.034776,0.150696,0.236992,0.056,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,5.85,5.925,6,0.106,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.94,10.09,10.24,0.2121,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,62.375,68.5,74.625,8.6621,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,49.2,62.75,80,15.188,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.0663,0.0703,0.0743,0.0057,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,7.7,9.6917,12.925,2.8251,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.027,0.036,0.044,0.008,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.009,0.011,0.013,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,72,80.25,88.5,11.667,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,9.34,9.34,9.34,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,72,82.103,92.6,7.94,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,9.163,10.112,11.5,1.228,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,66.166,67.25,68.333,1.532,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,5.333,7.256,9.433,1.69,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,79.615,81.833,85.5,3.198,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.002576,0.021896,0.042504,0.022,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.003,0.006,0.009,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,5.75,7.766,9.025,1.764,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,7.826,7.826,7.826,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,72.363,75.045,77.727,3.792,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,61.4,62.7,64,1.838,"SFS 3040"
"eionetMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,2.7,2.7,2.7,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,87.8,87.8,87.8,NA,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,75.272,83.781,93.5,6.869,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.007728,0.01288,0.018032,0.005,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",12,39.166,65.127,85,15.238,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,55.666,73.533,91.4,25.267,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.049,0.054,0.059,0.007,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,87.363,89.292,91.222,2.728,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.145,9.112,10.08,1.367,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.009016,0.015456,0.024472,0.005,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,7.358,9.9,12.62,2.4593,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,74.333,81.455,88.416,5.711,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.012,0.013,0.015,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,68.666,74.111,79.555,7.699,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,4.8,6.897,8.142,1.827,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,62.714,68,73.285,7.475,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.027048,0.039928,0.050232,0.008,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,3.86,4.64,5.42,1.103,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.0060536,0.0164864,0.0267904,0.0114,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,64.9,73.033,84.5,10.216,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,63.375,66.562,69.75,4.507,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,76.1,79.9,83.7,5.374,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.010304,0.0322,0.052808,0.023,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",4,82,84,87,2.4495,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,77.333,83.407,90,6.349,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,8.633,9.408,10.8,0.957,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,47,68.8,90.6,30.829,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,49.6667,74.4167,85,16.6275,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.0226,0.0241,0.026,0.0017,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,73.222,74.166,75.111,1.335,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.8,8.8,9.8,1.414,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.14,0.206,0.273,0.094,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.0184,0.0202,0.022,0.0025,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,8.45,9.3167,10.25,0.9018,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,85.363,85.363,85.363,NA,"SFS 3040"
"eionetMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.031,0.043,0.055,0.017,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.009,0.012,0.015,0.004,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",12,8,9.64,11.8,1.306,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,8.233,8.233,8.233,NA,"SFS 3040 SFS-EN 25813"
