"siteIDScheme","WBCategory","determinandC","analysed","media","NSamples","minValue","meanValue","maxValue","sd","method"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,4.825,7.2167,9.6,2.3875,"EN 25813:1992"
"eionetMonitoringSiteCode","RW","EEA_3132-01-2","total","water",4,9.7,10.3,10.8,NA,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,41.25,55.263,63.833,7.725,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",8,33.8,60.187,91.25,21.515,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,82.2,83.8,85.4,2.262,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,7.6,8.3889,9,0.7167,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,86.428,98.381,110.333,16.903,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.092,9.78,10.469,0.973,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",4,9.8,11.875,12.9,1.4245,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.030912,0.036064,0.042504,0.006,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,6.716,7.522,8.671,1.021,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.001,0.004,0.005,0.00197,"SFS 3026"
"eionetMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,8.39,10.24,12.94,1.62,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,8.15,8.15,8.15,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.006,0.006,0.006,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,15,52.625,90.5,39.8839,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,46.5,67.0833,88.75,21.1458,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.008,0.008,0.008,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",9,0.021,0.032,0.039,0.006,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.014,0.014,0.014,NA,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.024,0.033,0.046,0.011,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,4.3,6.4,8.5,2.969,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.00644,0.00644,0.00644,0,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.001,0.002,0.003,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,7.16,7.16,7.16,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.013,0.016,0.019,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,60,64.333,68.666,6.128,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",7,5.45,7.018,10.15,2.031,"SFS 3040 SFS-EN 25813"
"eionetMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.015456,0.01932,0.023184,0.003,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",1,89,89,89,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.225,8.65,10.075,2.015,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.29,9.295,10.3,1.421,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,79.25,79.875,80.5,0.883,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.026,0.036,0.048,0.00929,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.019,0.025,0.029,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,16,44.833,100,47.792,"SFS 3040"
"eionetMonitoringSiteCode","LW","CAS_14798-03-9","total","water",3,0.007728,0.361928,1.06904,0.475,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.4323816,0.4323816,0.4323816,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,9.2444,9.2444,9.2444,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,4.055,8.3262,10.45,2.8948,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",14,45,87.0714,110,16.3305,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.014,0.018,0.023,0.003,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",1,85,85,85,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,57.833,65.611,74.5,8.388,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",12,12.1,29.056,52.25,11.022,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,6.933,6.933,6.933,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.016744,0.018032,0.020608,0.002,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,58,69,80,15.556,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,4.25,5.425,6.6,1.661,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.00644,0.009016,0.011592,0.00247,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,77.363,78.545,79.727,1.671,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.0105,0.012,0.0135,0.0021,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.0087,0.0087,0.0087,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,65,68.1,71.2,4.384,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.66,9.2,9.74,0.763,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.007,0.007,0.007,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",5,0.002576,0.039928,0.144256,0.045,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.002576,0.0397992,0.092736,0.034,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.014168,0.181608,0.350336,0.184,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.6583,10.6792,12.7,2.8579,"EN 25813:1992"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,8.1,8.35,8.6,0.354,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",1,0.015456,0.015456,0.015456,NA,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,85.909,90.863,95.818,7.006,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.005152,0.007728,0.011592,0.003,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,2.7,6.475,8.65,2.608,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,4.675,6.855,8.375,1.405,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",10,0.007728,0.046368,0.087584,0.019,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,58.166,63.083,68,6.953,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",6,4.45,6.944,8.92,1.547,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",10,14.333,55.266,106.666,32.799,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,73.5,80.25,87,9.5459,"SFS 3040"
"eionetMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.005,0.006,0.007,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.853,10.073,11.292,1.724,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.875,10.633,11.391,1.072,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,83.5,84.266,85.033,1.084,"SFS 3040"
"eionetMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,6,67.666,103,53.594,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.048,0.05,0.052,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,61.875,65.812,69.75,5.568,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.004,0.004,0.005,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,28.666,47.333,66,26.398,"SFS 3040"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,6.13,6.13,6.13,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.018032,0.024472,0.030912,0.00742,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",7,1.666,50,74.666,26.19,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,56,67,80,12.3018,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",17,0.001288,0.011592,0.043792,0.01,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,38.5,55.25,70,12.926,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,49.666,70.833,92,29.934,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.042,9.478,10.914,2.03,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.23,8.31,8.391,0.114,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,5.62,5.69,5.76,0.099,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.027,0.032,0.037,0.007,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,43.666,75.5,91.666,22.472,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",8,0.25,7.116,9.866,2.986,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",5,77.545,87.82,100.666,10.967,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,76.4,77.5,78.6,1.555,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.566,8.383,9.2,1.154,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.005152,0.00644,0.007728,0.001,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,53.6,53.6,53.6,NA,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.4429,8.5929,9.7429,1.6263,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.01,0.011,0.013,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.006,0.0079,0.01,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.0097,0.0109,0.0117,0.0011,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.002,0.003,0.004,0.00087,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.005152,0.010304,0.016744,0.006,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,57,58.6,60.2,2.262,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",9,4.833,33.444,77.333,26.322,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.01932,0.195776,0.372232,0.193,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.053,0.062,0.07,0.008,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.02,0.023,0.026,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,7.76,8.4495,9.36,0.8226,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.005152,0.014168,0.0322,0.01,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,75.714,78.357,81,3.737,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,66,66.666,67.333,0.942,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.012,0.015,0.018,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,8.76,8.76,8.76,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,4.34,6.59,8.84,3.182,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,25.875,50.177,86,25.446,"SFS 3040"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",12,86,90,100,3.9543,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",9,7.671,9.234,11.2,1.07,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,36.8,45.1,53.4,11.738,"SFS 3040"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",2,85,87,89,2.8284,"EN 25813:1992"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,3.6,4.35,5.1,1.06066017177982,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.8,9.335,10.871,2.171,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,8.57,10.86,12.44,1.7359,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.109,0.144,0.18,0.05,"SFS 3026"
"eionetMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,1,1,1,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.005,0.006,0.006,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.003864,0.009016,0.014168,0.005,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.766,7.933,9.1,1.649,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,7.9,8.938,10.245,1.137,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.011,0.012,0.012,0,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",7,41.25,62.89,79.666,13.812,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,6.3,7.2533,8.5333,0.9239,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.035,0.041,0.047,0.005,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.002,0.0027,0.0033,9e-04,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.509,10.063,10.618,0.784,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.004,0.004,0.005,0,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",4,80,86.75,96,6.702,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,35.625,41.812,48,8.75,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,10.775,11.65,12.525,1.237,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.333,8.341,9.35,1.426,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",5,0.024472,0.0644,0.110768,0.023,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,5.72,8.434,10.114,1.945,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.007,0.008,0.008,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.0273,0.0348,0.0423,0.0106,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,65.444,67.372,69.3,2.726,"SFS 3040"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",1,6.9,6.9,6.9,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.010304,0.02576,0.042504,0.018,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",6,6.4,7.138,7.6,0.47,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.014,0.014,0.014,NA,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.002576,0.005152,0.007728,0.002,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,7.28,8.48,9.68,1.697,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,10.65,10.65,10.65,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",12,8.29,10.25,13.03,1.72,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",6,73.958,78.597,84,4.081,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.009,0.015,0.02,0.005,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.048944,0.65688,1.266104,0.668,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,4.709,4.751,4.794,0.061,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",4,5.3,7.783,9.3,1.751,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.017,0.02,0.023,0.002,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3132-01-2","total","water",4,8.6,11.225,12.8,1.841,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.013,0.013,0.013,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.1333,8.2167,8.3,0.1179,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",9,8.65,9.733,11.8,1.178,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.008,0.011,0.014,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.0056,0.007,0.0093,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.004,0.006,0.009,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,45.625,76.375,98.833,27.556,"SFS 3040"
"eionetMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,80.5,84.5,88.5,5.6569,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,74.666,74.666,74.666,NA,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,72.111,76.981,86.5,8.244,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.005,0.005,0.006,0,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",12,0.053,0.073,0.095,0.015,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.66,9.65,10.64,1.4001,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",7,0.00644,0.015456,0.034776,0.007,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,53.25,80.5,94.75,23.607,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.009,0.011,0.013,0.003,"SFS 3026"
"eionetMonitoringSiteCode","RW","EEA_3132-01-2","total","water",10,9.28,11.264,12.98,0.927508,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.783,7.841,8.9,1.496,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.035,0.07,0.13,0.042,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",3,3.837,6.591,9.887,3.061,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,59.4,68.8,78.2,13.2936,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.4,6.87,7.34,0.6647,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,5.35,8.52,10.35,1.89789,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.003,0.005,0.007,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",1,4.85,4.85,4.85,NA,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",4,0.007,0.013,0.016,0.003,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",7,35.428,69.877,93.75,24.184,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,62.636,73.245,89.2,14.065,"SFS 3040"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.0042504,0.0069552,0.00966,0.0029,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,10.95,10.9583,10.9667,0.0118,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",6,0.029624,0.061824,0.0966,0.019,"SFS 3032 + EN ISO 11732"
"eionetMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.35,9.5,10.65,1.626,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",1,0.135,0.135,0.135,NA,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.057,9.221,9.385,0.232,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","GW","EEA_3132-01-2","total","water",2,2.9,2.9,2.9,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.025,8.025,10.025,2.8284,"EN 25813:1992"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",4,47.5,81.5,102,24.409,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,8.45,9.68,12.55,1.6657,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.003864,0.014168,0.02576,0.011,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,5.966,8.35,10.733,3.37,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",4,0.02576,0.072128,0.190624,0.061,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,6.706,8.923,11.14,3.135,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.005,0.008,0.012,0.004,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.0035,0.0036,0.0037,1e-04,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",5,8.1,9.024,10.57,1.0348,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",9,9,11.407,13.8,2.01,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,9.181,10.054,10.927,1.234,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",2,32.5,39.4167,46.3333,9.7816,"SFS 3040"
"eionetMonitoringSiteCode","LW","EEA_3132-01-2","total","water",2,8.466,9.491,10.516,1.449,"SFS 3040 SFS-EN 25813"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,40,49.583,63.5,12.334,"SFS 3040"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",3,58.6667,68.8056,81.5,11.6292,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.017,0.025,0.033,0.011,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",6,0.042,0.12,0.203,0.064,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.041,0.042,0.043,0.001,"SFS 3026"
"euMonitoringSiteCode","RW","EEA_3131-01-9","total","water",3,41,67.6667,84,23.2881,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",2,0.014,0.016,0.018,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.011,0.012,0.014,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",2,0.12558,0.1376872,0.1497944,0.0133,"SFS 3032 + EN ISO 11732"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.014,0.024,0.03,0.009,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",3,0.01,0.012,0.014,0.001,"SFS 3026"
"euMonitoringSiteCode","LW","EEA_3131-01-9","total","water",1,68.1667,68.1667,68.1667,0,"EN 25813:1992"
"euMonitoringSiteCode","LW","CAS_7723-14-0","total","water",5,0.022,0.023,0.026,0.002,"SFS 3026"
"euMonitoringSiteCode","LW","CAS_14798-03-9","total","water",5,0.041216,0.303968,0.530656,0.145,"SFS 3032 + EN ISO 11732"
